id;message_main_attachment_id;currency_id;company_id;group_id;root_id;create_uid;write_uid;name;code;account_type;internal_group;note;deprecated;include_initial_balance;reconcile;is_off_balance;non_trade;create_date;write_date
37;;2;1;;52052;1;1;Ganancia de descuento en efectivo;443000;income;income;;false;false;false;false;false;08-07-2023;08-07-2023
38;;2;1;;49048;1;1;cuenta transitoria;101401;asset_current;asset;;false;true;false;false;false;08-07-2023;08-07-2023
167;;2;4;;49048;1;1;cuenta transitoria;101401;asset_current;asset;;false;true;false;false;false;07-07-2023;07-07-2023
168;;2;4;;49048;1;1;Recibos pendientes;101402;asset_current;asset;;false;true;true;false;false;07-07-2023;07-07-2023
169;;2;4;;49048;1;1;Pagos pendientes;101403;asset_current;asset;;false;true;true;false;false;07-07-2023;07-07-2023
170;;2;4;;49048;1;1;Efectivo;101501;asset_cash;asset;;false;true;false;false;false;07-07-2023;07-07-2023
171;;2;4;;49048;1;1;Banco;101404;asset_cash;asset;;false;true;false;false;false;07-07-2023;07-07-2023
172;;2;4;;57057;1;1;Ganancias/pérdidas no distribuidas;999999;equity_unaffected;equity;;false;true;false;false;false;07-07-2023;07-07-2023
173;;2;5;;49048;1;1;Transferencia de liquidez;101701;asset_current;asset;;false;true;true;false;false;07-07-2023;07-07-2023
174;;2;5;;49048;1;1;Activos circulantes;101000;asset_current;asset;;false;true;false;false;false;07-07-2023;07-07-2023
175;;2;5;;49049;1;1;Valoración de acciones;110100;asset_current;asset;;false;true;false;false;false;07-07-2023;07-07-2023
176;;2;5;;49049;1;1;Stock provisional (recibido);110200;asset_current;asset;;false;true;true;false;false;07-07-2023;07-07-2023
177;;2;5;;49049;1;1;Stock provisional (entregado);110300;asset_current;asset;;false;true;true;false;false;07-07-2023;07-07-2023
178;;2;5;;49050;1;1;Cuentas por cobrar;121000;asset_receivable;asset;;false;true;true;false;false;07-07-2023;07-07-2023
179;;2;5;;49050;1;1;Productos a recibir;121100;asset_current;asset;;false;true;true;false;false;07-07-2023;07-07-2023
180;;2;5;;49051;1;1;Impuesto pagado;131000;asset_current;asset;;false;true;false;false;false;07-07-2023;07-07-2023
181;;2;5;;49051;1;1;Impuesto por cobrar;132000;asset_current;asset;;false;true;false;false;false;07-07-2023;07-07-2023
